,entrez,Genesym
8738,10939,AFG3L2
8739,54539,NDUFB11
8740,1105,CHD1
8741,57591,MKL1
8742,4796,TONSL
8743,253714,MMS22L
8744,123169,LEO1
8745,56616,DIABLO
8746,55206,SBNO1
8747,10927,SPIN1
8748,56938,ARNTL2
8749,317772,HIST2H2AB
8750,22878,TRAPPC8
8751,57669,EPB41L5
8752,84440,RAB11FIP4
8753,22841,RAB11FIP2
8754,26056,RAB11FIP5
8755,9727,RAB11FIP3
8756,92521,SPECC1
8757,6274,S100A3
8758,55676,SLC30A6
8759,79608,RIC3
8760,64897,C12orf43
8761,64924,SLC30A5
8762,2358,FPR2
8763,51046,ST8SIA3
8764,2525,FUT3
8765,131601,TPRA1
8766,55454,CSGALNACT2
8767,4303,FOXO4
8768,100132074,FOXO6
8769,10393,ANAPC10
8770,25926,NOL11
8771,10607,TBL3
8772,23160,WDR43
8773,10438,C1D
8774,51406,NOL7
8775,81539,SLC38A1
8776,9989,PPP4R1
8777,1047,CLGN
8778,271,AMPD2
8779,22837,COBLL1
8780,8732,RNGTT
8781,116,ADCYAP1
8782,127733,UBXN10
8783,65108,MARCKSL1
8784,285527,FRYL
8785,1812,DRD1
8786,858,CAV2
8787,26958,COPG2
8788,50632,CALY
8789,2037,EPB41L2
8790,85406,DNAJC14
8791,134,ADORA1
8792,11255,HRH3
8793,84978,FRMD5
8794,9231,DLG5
8795,51647,FAM96B
8796,23317,DNAJC13
8797,57447,NDRG2
8798,221,ALDH3B1
8799,57704,GBA2
8800,81846,SBF2
8801,116236,ABHD15
8802,1773,DNASE1
8803,1073,CFL2
8804,7136,TNNI2
8805,7447,VSNL1
8806,5880,RAC2
8807,1265,CNN2
8808,5027,P2RX7
8809,25802,LMOD1
8810,8941,CDK5R2
8811,6336,SCN10A
8812,54434,SSH1
8813,85464,SSH2
8814,54961,SSH3
8815,84700,MYO18B
8816,137735,ABRA
8817,29124,LGALS13
8818,309,ANXA6
8819,585,BBS4
8820,4323,MMP14
8821,64005,MYO1G
8822,8842,PROM1
8823,1490,CTGF
8824,23623,RUSC1
8825,1536,CYBB
8826,6530,SLC6A2
8827,51129,ANGPTL4
8828,3983,ABLIM1
8829,6927,HNF1A
8830,3385,ICAM3
8831,1636,ACE
8832,2357,FPR1
8833,142689,ASB12
8834,4010,LMX1B
8835,1962,EHHADH
8836,3293,HSD17B3
8837,10486,CAP2
8838,4607,MYBPC3
8839,2826,CCR10
8840,55998,NXF5
8841,1671,DEFA6
8842,11221,DUSP10
8843,9911,TMCC2
8844,5068,REG3A
8845,6037,RNASE3
8846,91624,NEXN
8847,116150,NUS1
8848,7356,SCGB1A1
8849,23242,COBL
8850,2638,GC
8851,8808,IL1RL2
8852,9749,PHACTR2
8853,5429,POLH
8854,3354,HTR1E
8855,825,CAPN3
8856,27063,ANKRD1
8857,8736,MYOM1
8858,7840,ALMS1
8859,4604,MYBPC1
8860,1293,COL6A3
8861,1303,COL12A1
8862,9990,SLC12A6
8863,129446,XIRP2
8864,8165,AKAP1
8865,9750,FAM65B
8866,6518,SLC2A5
8867,114880,OSBPL6
8868,146713,RBFOX3
8869,6775,STAT4
8870,4616,GADD45B
8871,2897,GRIK1
8872,89882,TPD52L3
8873,7164,TPD52L1
8874,56942,CMC2
8875,130106,CIB4
8876,586,BCAT1
8877,1939,EIF2D
8878,9771,RAPGEF5
8879,57456,KIAA1143
8880,203562,TMEM31
8881,5678,PSG9
8882,1951,CELSR3
8883,79801,SHCBP1
8884,317762,CCDC85C
8885,23780,APOL2
8886,9728,SECISBP2L
8887,4747,NEFL
8888,81558,FAM117A
8889,9778,KIAA0232
8890,26037,SIPA1L1
8891,140735,DYNLL2
8892,89801,PPP1R3F
8893,150864,FAM117B
8894,10739,RFPL2
8895,112398,EGLN2
8896,118461,C10orf71
8897,23132,RAD54L2
8898,79068,FTO
8899,8776,MTMR1
8900,204,AK2
8901,51060,TXNDC12
8902,2539,G6PD
8903,79670,ZCCHC6
8904,254048,UBN2
8905,54505,DHX29
8906,1662,DDX10
8907,56652,TWNK
8908,7675,ZNF121
8909,23523,CABIN1
8910,23369,PUM2
8911,4327,MMP19
8912,176,ACAN
8913,644524,NKX2-4
8914,51231,VRK3
8915,3209,HOXA13
8916,9726,ZNF646
8917,51337,THEM6
8918,6624,FSCN1
8919,134553,C5orf24
8920,7707,ZNF148
8921,79811,SLTM
8922,221785,ZSCAN25
8923,723790,HIST2H2AA4
8924,6239,RREB1
8925,6050,RNH1
8926,10125,RASGRP1
8927,7429,VIL1
8928,7091,TLE4
8929,8260,NAA10
8930,11183,MAP4K5
8931,669,BPGM
8932,127795,C1orf87
8933,5817,PVR
8934,286257,C9orf142
8935,375298,CERKL
8936,59269,HIVEP3
8937,8729,GBF1
8938,10423,CDIPT
8939,115207,KCTD12
8940,63897,HEATR6
8941,23041,MON2
8942,150472,CBWD2
8943,487,ATP2A1
8944,10526,IPO8
8945,6507,SLC1A3
8946,147923,ZNF420
8947,8872,CDC123
8948,80774,LIMD2
8949,6469,SHH
8950,3549,IHH
8951,388611,CD164L2
8952,221079,ARL5B
8953,6573,SLC19A1
8954,81848,SPRY4
8955,10252,SPRY1
8956,10251,SPRY3
8957,200734,SPRED2
8958,5244,ABCB4
8959,125997,MBD3L2
8960,10714,POLD3
8961,9063,PIAS2
8962,51421,AMOTL2
8963,139604,MAGEB16
8964,56890,MDM1
8965,10848,PPP1R13L
8966,23270,TSPYL4
8967,4108,MAGEA9
8968,5836,PYGL
8969,1442,CSH1
8970,79033,ERI3
8971,10043,TOM1
8972,23148,NACAD
8973,5473,PPBP
8974,56655,POLE4
8975,401190,RGS7BP
8976,5675,PSG6
8977,80110,ZNF614
8978,53826,FXYD6
8979,79939,SLC35E1
8980,56927,GPR108
8981,23491,CES3
8982,90993,CREB3L1
8983,65983,GRAMD3
8984,113201,CASC4
8985,28,ABO
8986,9813,EFCAB14
8987,55340,GIMAP5
8988,5047,PAEP
8989,57476,GRAMD1B
8990,93100,NAPRT
8991,83786,FRMD8
8992,50489,CD207
8993,130502,TTC32
8994,4656,MYOG
8995,7566,ZNF18
8996,63978,PRDM14
8997,3150,HMGN1
8998,10991,SLC38A3
8999,2074,ERCC6
9000,7832,BTG2
9001,9677,PPIP5K1
9002,5568,PRKACG
9003,56302,TRPV5
9004,7988,ZNF212
9005,23510,KCTD2
9006,83989,FAM172A
9007,53353,LRP1B
9008,25900,IFFO1
9009,10516,FBLN5
9010,79893,GGNBP2
9011,8287,USP9Y
9012,114876,OSBPL1A
9013,6940,ZNF354A
9014,6653,SORL1
9015,120071,LARGE2
9016,10446,LRRN2
9017,11041,B4GAT1
9018,257019,FRMD3
9019,338376,IFNE
9020,58500,ZNF250
9021,27283,TINAG
9022,4007,PRICKLE3
9023,9422,ZNF264
9024,80135,RPF1
9025,5998,RGS3
9026,85291,KRTAP4-2
9027,51071,DERA
9028,30001,ERO1A
9029,84520,GON7
9030,56965,PARP6
9031,26086,GPSM1
9032,89910,UBE3B
9033,51068,NMD3
9034,79571,GCC1
9035,80173,IFT74
9036,55821,ALLC
9037,79989,TTC26
9038,57482,KIAA1211
9039,28981,IFT81
9040,259232,NALCN
9041,64225,ATL2
9042,9670,IPO13
9043,9855,FARP2
9044,79731,NARS2
9045,79675,FASTKD1
9046,56704,JPH1
9047,480,ATP1A4
9048,10948,STARD3
9049,54676,GTPBP2
9050,54965,PIGX
9051,53407,STX18
9052,84272,YIPF4
9053,80778,ZNF34
9054,2532,ACKR1
9055,3576,CXCL8
9056,2919,CXCL1
9057,6347,CCL2
9058,6374,CXCL5
9059,6355,CCL8
9060,440533,PSG8
9061,3912,LAMB1
9062,3679,ITGA7
9063,3115,HLA-DPB1
9064,2588,GALNS
9065,5191,PEX7
9066,5672,PSG4
9067,23753,SDF2L1
9068,4017,LOXL2
9069,84340,GFM2
9070,84515,MCM8
9071,285203,EOGT
9072,221806,VWDE
9073,254394,MCM9
9074,445571,CBWD3
9075,157567,ANKRD46
9076,80144,FRAS1
9077,130557,ZNF513
9078,133522,PPARGC1B
9079,10139,ARFRP1
9080,9595,CYTIP
9081,26034,IPCEF1
9082,407,ARR3
9083,10256,CNKSR1
9084,55765,C1orf106
9085,6758,SSX5
9086,84105,PCBD2
9087,3356,HTR2A
9088,2733,GLE1
9089,9470,EIF4E2
9090,84726,PRRC2B
9091,1840,DTX1
9092,4438,MSH4
9093,91978,TPGS1
9094,79096,C11orf49
9095,9929,JOSD1
9096,90580,TIMM29
9097,54839,LRRC49
9098,147,ADRA1B
9099,79841,AGBL2
9100,6011,GRK1
9101,6295,SAG
9102,2792,GNGT1
9103,8411,EEA1
9104,1675,CFD
9105,4258,MGST2
9106,576,ADGRB2
9107,112487,DTD2
9108,23173,METAP1
9109,2689,GH2
9110,64748,PLPPR2
9111,79171,RBM42
9112,286207,CFAP157
9113,253635,GPATCH11
9114,577,ADGRB3
9115,8233,ZRSR2
9116,8645,KCNK5
9117,113655,MFSD3
9118,23011,RAB21
9119,242,ALOX12B
9120,6483,ST3GAL2
9121,913,CD1E
9122,30811,HUNK
9123,7940,LST1
9124,63932,CXorf56
9125,84502,JPH4
9126,2322,FLT3
9127,2323,FLT3LG
9128,9246,UBE2L6
9129,6503,SLA
9130,80315,CPEB4
9131,9690,UBE3C
9132,3340,NDST1
9133,9295,SRSF11
9134,5660,PSAP
9135,55745,AP5M1
9136,91056,AP5B1
9137,55317,AP5S1
9138,80208,SPG11
9139,26094,DCAF4
9140,54620,FBXL19
9141,148423,C1orf52
9142,57703,CWC22
9143,6752,SSTR2
9144,1325,CORT
9145,6750,SST
9146,9630,GNA14
9147,22941,SHANK2
9148,50944,SHANK1
9149,85379,KIAA1671
9150,9414,TJP2
9151,4759,NEU2
9152,23659,PLA2G15
9153,2815,GP9
9154,2811,GP1BA
9155,51146,A4GNT
9156,10345,TRDN
9157,2492,FSHR
9158,57379,AICDA
9159,4824,NKX3-1
9160,54899,PXK
9161,23031,MAST3
9162,3017,HIST1H2BD
9163,51334,PRR16
9164,23705,CADM1
9165,8825,LIN7A
9166,64180,DPEP3
9167,57452,GALNT16
9168,220359,TIGD3
9169,11144,DMC1
9170,25788,RAD54B
9171,675,BRCA2
9172,10635,RAD51AP1
9173,54890,ALKBH5
9174,84457,PHYHIPL
9175,6341,SCO1
9176,10730,YME1L1
9177,23788,MTCH2
9178,100287932,TIMM23
9179,4507,MTAP
9180,81618,ITM2C
9181,23431,AP4E1
9182,1009,CDH11
9183,64430,PCNX4
9184,4267,CD99
9185,55367,PIDD1
9186,6392,SDHD
9187,56947,MFF
9188,84141,EVA1A
9189,79834,PEAK1
9190,2512,FTL
9191,11167,FSTL1
9192,23786,BCL2L13
9193,57540,DISP3
9194,4313,MMP2
9195,129285,PPP1R21
9196,79822,ARHGAP28
9197,1353,COX11
9198,7779,SLC30A1
9199,23332,CLASP1
9200,9665,KIAA0430
9201,11201,POLI
9202,5013,OTX1
9203,359948,IRF2BP2
9204,1879,EBF1
9205,25831,HECTD1
9206,8434,RECK
9207,2824,GPM6B
9208,78987,CRELD1
9209,25800,SLC39A6
9210,10299,MARCH6
9211,23248,RPRD2
9212,109,ADCY3
9213,23312,DMXL2
9214,29058,TMEM230
9215,80830,APOL6
9216,84342,COG8
9217,6515,SLC2A3
9218,1002,CDH4
9219,79613,TANGO6
9220,8763,CD164
9221,23243,ANKRD28
9222,3467,IFNW1
9223,3440,IFNA2
9224,3456,IFNB1
9225,3439,IFNA1
9226,3445,IFNA8
9227,286256,LCN12
9228,214,ALCAM
9229,923,CD6
9230,51527,GSKIP
9231,79850,FAM57A
9232,60493,FASTKD5
9233,79035,NABP2
9234,375743,PTAR1
9235,10390,CEPT1
9236,84159,ARID5B
9237,60481,ELOVL5
9238,2081,ERN1
9239,79931,TNIP3
9240,10400,PEMT
9241,256364,EML3
9242,55055,ZWILCH
9243,6102,RP2
9244,1910,EDNRB
9245,11194,ABCB8
9246,27348,TOR1B
9247,7368,UGT8
9248,7837,PXDN
9249,8693,GALNT4
9250,29071,C1GALT1C1
9251,4285,MIPEP
9252,51809,GALNT7
9253,54867,TMEM214
9254,55181,SMG8
9255,1663,DDX11
9256,23059,CLUAP1
9257,51550,CINP
9258,8853,ASAP2
9259,26160,IFT172
9260,92104,TTC30A
9261,79582,SPAG16
9262,9576,SPAG6
9263,644890,MEIG1
9264,79933,SYNPO2L
9265,147948,ZNF582
9266,1295,COL8A1
9267,397,ARHGDIB
9268,6016,RIT1
9269,1815,DRD4
9270,8214,DGCR6
9271,132158,GLYCTK
9272,147372,CCBE1
9273,11185,INMT
9274,29775,CARD10
9275,114898,C1QTNF2
9276,221472,FGD2
9277,6334,SCN8A
9278,3087,HHEX
9279,3200,HOXA3
9280,5455,POU3F3
9281,8433,UTF1
9282,5396,PRRX1
9283,10215,OLIG2
9284,10640,EXOC5
9285,23403,FBXO46
9286,5502,PPP1R1A
9287,80139,ZNF703
9288,54915,YTHDF1
9289,55634,KRBOX4
9290,27092,CACNG4
9291,345778,MTX3
9292,4952,OCRL
9293,89970,RSPRY1
9294,29880,ALG5
9295,147991,DPY19L3
9296,84274,COQ5
9297,51700,CYB5R2
9298,2867,FFAR2
9299,60490,PPCDC
9300,80152,CENPT
9301,9079,LDB2
9302,8022,LHX3
9303,57455,REXO1
9304,6543,SLC8A2
9305,6547,SLC8A3
9306,84364,ARFGAP2
9307,55818,KDM3A
9308,83940,TATDN1
9309,55256,ADI1
9310,710,SERPING1
9311,118460,EXOSC6
9312,339390,CLEC4G
9313,6097,RORC
9314,2104,ESRRG
9315,3174,HNF4G
9316,6096,RORB
9317,5132,PDC
9318,8893,EIF2B5
9319,10398,MYL9
9320,25792,CIZ1
9321,51605,TRMT6
9322,29890,RBM15B
9323,91179,SCARF2
9324,79064,TMEM223
9325,403341,ZBTB34
9326,11228,RASSF8
9327,57621,ZBTB2
9328,51193,ZNF639
9329,84875,PARP10
9330,80223,RAB11FIP1
9331,57486,NLN
9332,79803,HPS6
9333,222658,KCTD20
9334,394,ARHGAP5
9335,8864,PER2
9336,8863,PER3
9337,26223,FBXL21
9338,50514,DEC1
9339,64359,NXN
9340,47,ACLY
9341,8653,DDX3Y
9342,55600,ITLN1
9343,59343,SENP2
9344,221504,ZBTB9
9345,100287171,WASHC1
9346,885,CCK
9347,2520,GAST
9348,2641,GCG
9349,3630,INS
9350,5367,PMCH
9351,7200,TRH
9352,627,BDNF
9353,440163,RNASE13
9354,27175,TUBG2
9355,4826,NNAT
9356,56978,PRDM8
9357,57654,UVSSA
9358,375686,SPATC1
9359,29801,ZDHHC8
9360,9747,TCAF1
9361,9640,ZNF592
9362,161198,CLEC14A
9363,2986,GUCY2F
9364,2979,GUCA1B
9365,84623,KIRREL3
9366,83541,FAM110A
9367,642273,FAM110C
9368,9138,ARHGEF1
9369,7770,ZNF227
9370,23613,ZMYND8
9371,2203,FBP1
9372,79738,BBS10
9373,157680,VPS13B
9374,56977,STOX2
9375,53616,ADAM22
9376,139231,FAM199X
9377,222584,FAM83B
9378,286077,FAM83H
9379,23053,ZSWIM8
9380,9462,RASAL2
9381,6249,CLIP1
9382,23345,SYNE1
9383,5648,MASP1
9384,2201,FBN2
9385,11180,WDR6
9386,55861,DBNDD2
9387,7074,TIAM1
9388,51233,DRICH1
9389,197335,WDR90
9390,57708,MIER1
9391,10612,TRIM3
9392,9110,MTMR4
9393,136263,SSMEM1
9394,54894,RNF43
9395,55245,UQCC1
9396,140032,RPS4Y2
9397,23175,LPIN1
9398,5257,PHKB
9399,55285,RBM41
9400,55681,SCYL2
9401,112755,STX1B
9402,7162,TPBG
9403,27341,RRP7A
9404,55788,LMBRD1
9405,84675,TRIM55
9406,989,SEPT7
9407,83990,BRIP1
9408,54520,CCDC93
9409,2794,GNL1
9410,1455,CSNK1G2
9411,399,RHOH
9412,9992,KCNE2
9413,144245,ALG10B
9414,388591,RNF207
9415,84181,CHD6
9416,2170,FABP3
9417,10160,FARP1
9418,57530,CGN
9419,11217,AKAP2
9420,85439,STON2
9421,10409,BASP1
9422,7798,LUZP1
9423,7464,CORO2A
9424,7111,TMOD1
9425,9828,ARHGEF17
9426,9824,ARHGAP11A
9427,126353,MISP
9428,9209,LRRFIP2
9429,4660,PPP1R12B
9430,5064,PALM
9431,55607,PPP1R9A
9432,90102,PHLDB2
9433,23094,SIPA1L3
9434,23164,MPRIP
9435,135228,CD109
9436,286262,TPRN
9437,83733,SLC25A18
9438,10787,NCKAP1
9439,26580,BSCL2
9440,2012,EMP1
9441,5376,PMP22
9442,4118,MAL
9443,5425,POLD2
9444,341208,HEPHL1
9445,147409,DSG4
9446,51702,PADI3
9447,5333,PLCD1
9448,202,AIM1
9449,221301,FAM26D
9450,284677,C1orf204
9451,29855,UBN1
9452,80781,COL18A1
9453,144347,RFLNA
9454,3675,ITGA3
9455,9900,SV2A
9456,9902,MRC2
9457,9725,TMEM63A
9458,84230,LRRC8C
9459,56996,SLC12A9
9460,84888,SPPL2A
9461,57670,KIAA1549
9462,57493,HEG1
9463,63027,SLC22A23
9464,115,ADCY9
9465,23545,ATP6V0A2
9466,79932,KIAA0319L
9467,961,CD47
9468,967,CD63
9469,720,C4A
9470,54795,TRPM4
9471,79572,ATP13A3
9472,54991,C1orf159
9473,55032,SLC35A5
9474,22875,ENPP4
9475,374383,NCR3LG1
9476,80381,CD276
9477,206358,SLC36A1
9478,26503,SLC17A5
9479,133418,EMB
9480,26032,SUSD5
9481,5420,PODXL
9482,5738,PTGFRN
9483,3672,ITGA1
9484,4012,LNPEP
9485,4162,MCAM
9486,4238,MFAP3
9487,28962,OSTM1
9488,221935,SDK1
9489,11342,RNF13
9490,1184,CLCN5
9491,1182,CLCN3
9492,1836,SLC26A2
9493,1464,CSPG4
9494,81035,COLEC12
9495,10723,SLC12A7
9496,10544,PROCR
9497,10257,ABCC4
9498,153129,SLC38A9
9499,94030,LRRC4B
9500,782,CACNB1
9501,9478,CABP1
9502,84530,SRRM4
9503,54776,PPP1R12C
9504,114897,C1QTNF1
9505,5046,PCSK6
9506,23559,WBP1
9507,23504,RIMBP2
9508,57467,HHATL
9509,4147,MATN2
9510,4054,LTBP3
9511,353355,ZNF233
9512,10950,BTG3
9513,7102,TSPAN7
9514,20,ABCA2
9515,22859,ADGRL1
9516,375791,CYSRT1
9517,1953,MEGF6
9518,347902,AMIGO2
9519,25870,SUMF2
9520,3714,JAG2
9521,51232,CRIM1
9522,63905,MANBAL
9523,152137,CCDC50
9524,55741,EDEM2
9525,4144,MAT2A
9526,57647,DHX37
9527,161424,NOP9
9528,5920,RARRES3
9529,463,ZFHX3
9530,6051,RNPEP
9531,7390,UROS
9532,23347,SMCHD1
9533,6536,SLC6A9
9534,115677,NOSTRIN
9535,23549,DNPEP
9536,114990,VASN
9537,79709,COLGALT1
9538,8292,COLQ
9539,23176,SEPT8
9540,55752,SEPT11
9541,55964,SEPT3
9542,151011,SEPT10
9543,5414,SEPT4
9544,5413,SEPT5
9545,5620,PRM2
9546,9480,ONECUT2
9547,4023,LPL
9548,7436,VLDLR
9549,344,APOC2
9550,1071,CETP
9551,64788,LMF1
9552,338328,GPIHBP1
9553,116519,APOA5
9554,27329,ANGPTL3
9555,2551,GABPA
9556,6670,SP3
9557,22998,LIMCH1
9558,51076,CUTC
9559,126626,GABPB2
9560,3071,NCKAP1L
9561,6252,RTN1
9562,7357,UGCG
9563,84067,FAM160A2
9564,132720,C4orf32
9565,2994,GYPB
9566,54968,TMEM70
9567,6253,RTN2
9568,25840,METTL7A
9569,5270,SERPINE2
9570,64118,DUS1L
9571,128209,KLF17
9572,6671,SP4
9573,222389,BEND7
9574,50853,VILL
9575,57724,EPG5
9576,83755,KRTAP4-12
9577,64714,PDIA2
9578,121506,ERP27
9579,11074,TRIM31
9580,117854,TRIM6
9581,9266,CYTH2
9582,23062,GGA2
9583,2272,FHIT
9584,5307,PITX1
9585,9586,CREB5
9586,9547,CXCL14
9587,23288,IQCE
9588,154865,IQUB
9589,8859,STK19
9590,113115,MTFR2
9591,58524,DMRT3
9592,27129,HSPB7
9593,27247,NFU1
9594,7918,GPANK1
9595,57639,CCDC146
9596,163050,ZNF564
9597,6591,SNAI2
9598,220136,CFAP53
9599,50650,ARHGEF3
9600,84985,FAM83A
9601,83640,FAM103A1
9602,23759,PPIL2
9603,84294,UTP23
9604,118812,MORN4
9605,55840,EAF2
9606,79446,WDR25
9607,79696,ZC2HC1C
9608,54906,FAM208B
9609,51314,NME8
9610,100287399,POTEB2
9611,84886,C1orf198
9612,9201,DCLK1
9613,57536,KIAA1328
9614,7776,ZNF236
9615,55205,ZNF532
9616,4317,MMP8
9617,50509,COL5A3
9618,826,CAPNS1
9619,90990,KIFC2
9620,1033,CDKN3
9621,9663,LPIN2
9622,56995,TULP4
9623,115811,IQCD
9624,63916,ELMO2
9625,79441,HAUS3
9626,23034,SAMD4A
9627,54877,ZCCHC2
9628,23024,PDZRN3
9629,8896,BUD31
9630,79023,NUP37
9631,7379,UPK2
9632,81792,ADAMTS12
9633,1311,COMP
9634,22902,RUFY3
9635,246330,PELI3
9636,387332,TBPL2
9637,285237,C3orf38
9638,90665,TBL1Y
9639,9843,HEPH
9640,131583,FAM43A
9641,54813,KLHL28
9642,114625,ERMAP
9643,54879,ST7L
9644,2563,GABRD
9645,1144,CHRND
9646,126017,ZNF813
9647,7767,ZNF224
9648,7033,TFF3
9649,1645,AKR1C1
9650,7746,ZSCAN9
9651,54852,PAQR5
9652,6299,SALL1
9653,3257,HPS1
9654,57161,PELI2
9655,51135,IRAK4
9656,10319,LAMC3
9657,6344,SCTR
9658,835,CASP2
9659,117,ADCYAP1R1
9660,27151,CPAMD8
9661,2191,FAP
9662,1070,CETN3
9663,27344,PCSK1N
9664,51646,YPEL5
9665,54780,NSMCE4A
9666,4482,MSRA
9667,55526,DHTKD1
9668,10439,OLFM1
9669,63920,ZBED8
9670,5768,QSOX1
9671,55728,N4BP2
9672,9569,GTF2IRD1
9673,389524,GTF2IRD2B
9674,79918,SETD6
9675,57117,INTS12
9676,57594,HOMEZ
9677,85509,MBD3L1
9678,138065,RNF183
9679,78992,YIPF2
9680,145957,NRG4
9681,638,BIK
9682,2848,GPR25
9683,366,AQP9
9684,83446,CCDC70
9685,3788,KCNS2
9686,5639,PRRG2
9687,9117,SEC22C
9688,7809,BSND
9689,140767,NRSN1
9690,132204,SYNPR
9691,3140,MR1
9692,116841,SNAP47
9693,56475,RPRM
9694,157753,TMEM74
9695,6541,SLC7A1
9696,1438,CSF2RA
9697,10385,BTN2A2
9698,79953,SYNDIG1
9699,7104,TM4SF4
9700,599,BCL2L2
9701,9936,CD302
9702,26984,SEC22A
9703,9145,SYNGR1
9704,4065,LY75
9705,727800,RNF208
9706,166968,MIER3
9707,83854,ANGPTL6
9708,55227,LRRC1
9709,148206,ZNF714
9710,284071,MEIOC
9711,56912,IFT46
9712,79722,ANKRD55
9713,51668,HSPB11
9714,64792,IFT22
9715,51098,IFT52
9716,2660,MSTN
9717,10272,FSTL3
9718,124857,WFIKKN2
9719,219743,TYSND1
9720,83752,LONP2
9721,10455,ECI2
9722,64518,TEKT3
9723,10799,RPP40
9724,1462,VCAN
9725,1404,HAPLN1
9726,6404,SELPLG
9727,2200,FBN1
9728,2199,FBLN2
9729,3627,CXCL10
9730,5320,PLA2G2A
9731,6403,SELP
9732,6364,CCL20
9733,7143,TNR
9734,6402,SELL
9735,2833,CXCR3
9736,6387,CXCL12
9737,100130086,HSFX2
9738,63827,BCAN
9739,3806,KIR2DS1
9740,8833,GMPS
9741,10434,LYPLA1
9742,115557,ARHGEF25
9743,2562,GABRB3
9744,145389,SLC38A6
9745,118430,MUCL1
9746,915,CD3D
9747,926,CD8B
9748,6957,TRB
9749,917,CD3G
9750,3738,KCNA3
9751,6391,SDHC
9752,9649,RALGPS1
9753,5600,MAPK11
9754,94134,ARHGAP12
9755,5873,RAB27A
9756,9501,RPH3AL
9757,94121,SYTL4
9758,94122,SYTL5
9759,79083,MLPH
9760,84958,SYTL1
9761,25924,MYRIP
9762,94120,SYTL3
9763,23086,EXPH5
9764,201294,UNC13D
9765,9699,RIMS2
9766,22895,RPH3A
9767,2983,GUCY1B3
9768,2982,GUCY1A3
9769,54962,TIPIN
9770,9837,GINS1
9771,10100,TSPAN2
9772,92840,REEP6
9773,221955,DAGLB
9774,57231,SNX14
9775,253558,LCLAT1
9776,83693,HSDL1
9777,23555,TSPAN15
9778,23161,SNX13
9779,92002,FAM58A
9780,79784,MYH14
9781,57448,BIRC6
9782,2114,ETS2
9783,6694,SPP2
9784,284069,FAM171A2
9785,25894,PLEKHG4
9786,201627,DENND6A
9787,4535,MT-ND1
9788,56776,FMN2
9789,8548,BLZF1
9790,374928,ZNF773
9791,2232,FDXR
9792,10966,RAB40B
9793,84986,ARHGAP19
9794,22932,POMZP3
9795,6867,TACC1
9796,115265,DDIT4L
9797,134353,LSM11
9798,25949,SYF2
9799,10450,PPIE
9800,11066,SNRNP35
9801,60625,DHX35
9802,338657,CCDC84
9803,51340,CRNKL1
9804,64852,TUT1
9805,9465,AKAP7
9806,154007,SNRNP48
9807,55954,ZMAT5
9808,55783,CMTR2
9809,55094,GPATCH1
9810,54960,GEMIN8
9811,91392,ZNF502
9812,3196,TLX2
9813,389203,SMIM20
9814,83443,SF3B5
9815,4057,LTF
9816,3990,LIPC
9817,6328,SCN3A
9818,2157,F8
9819,4322,MMP13
9820,9567,GTPBP1
9821,4324,MMP15
9822,4325,MMP16
9823,4326,MMP17
9824,321,APBA2
9825,9270,ITGB1BP1
9826,3732,CD82
9827,51454,GULP1
9828,1991,ELANE
9829,2220,FCN2
9830,713,C1QB
9831,714,C1QC
9832,55188,RIC8B
9833,56899,ANKS1B
9834,8029,CUBN
9835,286128,ZFP41
9836,79085,SLC25A23
9837,9945,GFPT2
9838,8131,NPRL3
9839,2295,FOXF2
9840,2673,GFPT1
9841,594,BCKDHB
9842,25821,MTO1
9843,5188,GATB
9844,151176,ERFE
9845,80142,PTGES2
9846,2650,GCNT1
9847,26284,ERAL1
9848,2548,GAA
9849,55858,TMEM165
9850,1264,CNN1
9851,54475,NLE1
9852,222696,ZSCAN23
9853,90231,KIAA2013
9854,1673,DEFB4A
9855,283471,TMPRSS12
9856,81544,GDPD5
9857,6489,ST8SIA1
9858,3651,PDX1
9859,8050,PDHX
9860,140803,TRPM6
9861,93664,CADPS2
9862,83548,COG3
9863,4634,MYL3
9864,8455,ATRN
9865,1113,CHGA
9866,4651,MYO10
9867,8927,BSN
9868,1822,ATN1
9869,9698,PUM1
9870,23247,KIAA0556
9871,79812,MMRN2
9872,22834,ZNF652
9873,55812,SPATA7
9874,11244,ZHX1
9875,116988,AGAP3
9876,79776,ZFHX4
9877,11189,CELF3
9878,57659,ZBTB4
9879,9452,ITM2A
9880,57690,TNRC6C
9881,57210,SLC45A4
9882,57519,STARD9
9883,57555,NLGN2
9884,84162,KIAA1109
9885,7204,TRIO
9886,158798,AKAP14
9887,10618,TGOLN2
9888,130574,LYPD6
9889,3605,IL17A
9890,6247,RS1
9891,1901,S1PR1
9892,116985,ARAP1
9893,2178,FANCE
9894,2189,FANCG
9895,2188,FANCF
9896,27033,ZBTB32
9897,4508,MT-ATP6
9898,11132,CAPN10
9899,199990,FAAP20
9900,378708,CENPS
9901,201254,CENPX
9902,4595,MUTYH
9903,4338,MOCS2
9904,29902,FAM216A
9905,4983,OPHN1
9906,23092,ARHGAP26
9907,3581,IL9R
9908,283652,SLC24A5
9909,3614,IMPDH1
9910,644186,SYCE3
9911,8723,SNX4
9912,51744,CD244
9913,55323,LARP6
9914,80746,TSEN2
9915,116461,TSEN15
9916,10978,CLP1
9917,83546,RTBDN
9918,5549,PRELP
9919,6433,SFSWAP
