,entrez,Genesym
14660,50651,SLC45A1
14661,57338,JPH3
14662,121256,TMEM132D
14663,338661,TMEM225
14664,90853,SPOCD1
14665,55259,CASC1
14666,92293,TMEM132C
14667,389207,GRXCR1
14668,57709,SLC7A14
14669,140831,ZSWIM3
14670,54768,HYDIN
14671,54207,KCNK10
14672,27328,PCDH11X
14673,114783,LMTK3
14674,343521,TCTEX1D4
14675,1821,DRP2
14676,54976,C20orf27
14677,3231,HOXD1
14678,56062,KLHL4
14679,122773,KLHDC1
14680,51311,TLR8
14681,126402,CCDC105
14682,6725,SRMS
14683,2875,GPT
14684,80183,RUBCNL
14685,1143,CHRNB4
14686,1141,CHRNB2
14687,29940,DSE
14688,653140,FAM228A
14689,118490,MSS51
14690,9390,SLC22A13
14691,10663,CXCR6
14692,58191,CXCL16
14693,283985,FADS6
14694,440955,TMEM89
14695,129138,ANKRD54
14696,1016,CDH18
14697,3779,KCNMB1
14698,653808,ZG16
14699,54555,DDX49
14700,387755,INSC
14701,2517,FUCA1
14702,158880,USP51
14703,147040,KCTD11
14704,6036,RNASE2
14705,220064,ORAOV1
14706,283431,GAS2L3
14707,27245,AHDC1
14708,114804,RNF157
14709,27244,SESN1
14710,83699,SH3BGRL2
14711,79148,MMP28
14712,55997,CFC1
14713,2587,GALR1
14714,51083,GAL
14715,91368,CDKN2AIPNL
14716,11070,TMEM115
14717,493753,COA5
14718,160335,TMTC2
14719,51501,HIKESHI
14720,162699,ELOA3
14721,51224,ELOA2
14722,1573,CYP2J2
14723,441273,SPDYE2
14724,64332,NFKBIZ
14725,89795,NAV3
14726,387885,CFAP73
14727,344657,LRRIQ4
14728,201134,CEP112
14729,138429,PIP5KL1
14730,55312,RFK
14731,64756,ATPAF1
14732,7634,ZNF80
14733,7008,TEF
14734,6608,SMO
14735,1757,SARDH
14736,84851,TRIM52
14737,133308,SLC9B2
14738,54842,MFSD6
14739,255919,CNEP1R1
14740,55799,CACNA2D3
14741,11341,SCRG1
14742,9703,KIAA0100
14743,7773,ZNF230
14744,23590,PDSS1
14745,81688,C6orf62
14746,55529,TMEM55A
14747,51555,PEX5L
14748,728661,SLC35E2B
14749,27133,KCNH5
14750,1652,DDT
14751,7543,ZFX
14752,112970,KTI12
14753,389941,C1QL3
14754,646,BNC1
14755,195827,AAED1
14756,2635,GBP3
14757,57458,TMCC3
14758,23023,TMCC1
14759,4584,MUC3A
14760,58503,OPRPN
14761,259230,SGMS1
14762,26585,GREM1
14763,92691,TMEM169
14764,474354,LRRC18
14765,1638,DCT
14766,155066,ATP6V0E2
14767,389206,BEND4
14768,10878,CFHR3
14769,23316,CUX2
14770,8705,B3GALT4
14771,54102,CLIC6
14772,26022,TMEM98
14773,5368,PNOC
14774,124641,OVCA2
14775,27141,CIDEB
14776,1580,CYP4B1
14777,1607,DGKB
14778,440387,CTRB2
14779,5444,PON1
14780,5544,PRB3
14781,57165,GJC2
14782,254879,OR2T6
14783,337,APOA4
14784,79183,TTPAL
14785,5197,PF4V1
14786,1120,CHKB
14787,57722,IGDCC4
14788,4995,OR3A2
14789,284418,FAM71E2
14790,255189,PLA2G4F
14791,23261,CAMTA1
14792,23315,SLC9A8
14793,5178,PEG3
14794,1608,DGKG
14795,29951,PDZRN4
14796,60509,AGBL5
14797,126637,TCHHL1
14798,777,CACNA1E
14799,9350,CER1
14800,1305,COL13A1
14801,6443,SGCB
14802,140432,RNF113B
14803,84869,CBR4
14804,5150,PDE7A
14805,339344,MYPOP
14806,55322,C5orf22
14807,24142,NAT6
14808,163732,CITED4
14809,7066,THPO
14810,57047,PLSCR2
14811,3699,ITIH3
14812,416,ARSF
14813,1489,CTF1
14814,79906,MORN1
14815,7569,ZNF182
14816,10232,MSLN
14817,8187,ZNF239
14818,26049,FAM169A
14819,29070,CCDC113
14820,340543,TCEAL5
14821,9481,SLC25A27
14822,11131,CAPN11
14823,25999,CLIP3
14824,123803,NTAN1
14825,25770,C22orf31
14826,11182,SLC2A6
14827,220296,HEPACAM
14828,1506,CTRL
14829,26017,FAM32A
14830,84529,C15orf41
14831,23566,LPAR3
14832,9881,TRANK1
14833,11283,CYP4F8
14834,91181,NUP210L
14835,6754,SSTR4
14836,117194,MRGPRX2
14837,6368,CCL23
14838,123036,TC2N
14839,138162,C9orf116
14840,353332,KRTAP12-1
14841,196472,FAM71C
14842,126969,SLC44A3
14843,6820,SULT2B1
14844,7556,ZNF10
14845,143686,SESN3
14846,91151,TIGD7
14847,5652,PRSS8
14848,6439,SFTPB
14849,643382,TMEM253
14850,130340,AP1S3
14851,147381,CBLN2
14852,3537,IGLC1
14853,127665,ZNF648
14854,3955,LFNG
14855,653247,PRB2
14856,11105,PRDM7
14857,11055,ZPBP
14858,7783,ZP2
14859,53822,FXYD7
14860,340419,RSPO2
14861,84870,RSPO3
14862,343637,RSPO4
14863,51733,UPB1
14864,168667,BMPER
14865,140733,MACROD2
14866,683,BST1
14867,161003,STOML3
14868,29103,DNAJC15
14869,8609,KLF7
14870,1591,CYP24A1
14871,922,CD5L
14872,2356,FPGS
14873,57105,CYSLTR2
14874,10800,CYSLTR1
14875,6861,SYT5
14876,1463,NCAN
14877,2019,EN1
14878,4694,NDUFA1
14879,148252,DIRAS1
14880,201725,C4orf46
14881,26149,ZNF658
14882,7092,TLL1
14883,54993,ZSCAN2
14884,3802,KIR2DL1
14885,27035,NOX1
14886,6656,SOX1
14887,6822,SULT2A1
14888,164091,PAQR7
14889,93210,PGAP3
14890,155465,AGR3
14891,122961,ISCA2
14892,140886,PABPC5
14893,10219,KLRG1
14894,3503,IGHG4
14895,23743,BHMT2
14896,162967,ZNF320
14897,126859,AXDND1
14898,9194,SLC16A7
14899,79712,GTDC1
14900,28620,TRBV2
14901,285382,C3orf70
14902,5949,RBP3
14903,1145,CHRNE
14904,441509,GLRA4
14905,7627,ZNF75A
14906,374900,ZNF568
14907,147929,ZNF565
14908,163049,ZNF791
14909,137970,UNC5D
14910,10631,POSTN
14911,55199,FAM86C1
14912,2315,MLANA
14913,143458,LDLRAD3
14914,192683,SCAMP5
14915,27087,B3GAT1
14916,345930,ECT2L
14917,83982,IFI27L2
14918,11272,PRR4
14919,3933,LCN1
14920,57102,C12orf4
14921,93627,TBCK
14922,133688,UGT3A1
14923,255043,TMEM86B
14924,56477,CCL28
14925,139804,RBMXL3
14926,85235,HIST1H2AH
14927,23109,DDN
14928,4440,MSI1
14929,79191,IRX3
14930,348327,ZNF530
14931,10352,WARS2
14932,80224,NUBPL
14933,201501,ZBTB7C
14934,440957,SMIM4
14935,84542,KIAA1841
14936,339,APOBEC1
14937,25893,TRIM58
14938,267002,PGBD2
14939,7781,SLC30A3
14940,55532,SLC30A10
14941,1418,CRYGA
14942,27249,MMADHC
14943,9865,TRIL
14944,729085,FAM198A
14945,4689,NCF4
14946,146279,TEKT5
14947,3080,CFHR2
14948,285600,KIAA0825
14949,221078,NSUN6
14950,91010,FMNL3
14951,79741,CCDC7
14952,123970,C16orf78
14953,100142659,CTAGE8
14954,55277,FGGY
14955,219285,SAMD9L
14956,91522,COL23A1
14957,199692,ZNF627
14958,84144,SYDE2
14959,1535,CYBA
14960,84561,SLC12A8
14961,57497,LRFN2
14962,166863,RBM46
14963,79339,OR51B4
14964,2172,FABP6
14965,3775,KCNK1
14966,205327,C2orf69
14967,10003,NAALAD2
14968,54885,TBC1D8B
14969,8712,PAGE1
14970,85460,ZNF518B
14971,54662,TBC1D13
14972,284297,SSC5D
14973,25876,SPEF1
14974,55222,LRRC20
14975,79739,TTLL7
14976,151887,CCDC80
14977,26108,PYGO1
14978,55966,AJAP1
14979,1015,CDH17
14980,401251,SAPCD1
14981,50614,GALNT9
14982,23120,ATP10B
14983,127933,UHMK1
14984,9573,GDF3
14985,6555,SLC10A2
14986,57829,ZP4
14987,254428,SLC41A1
14988,9487,PIGL
14989,84915,FAM222A
14990,51284,TLR7
14991,129881,CCDC173
14992,124751,KRBA2
14993,417,ART1
14994,9370,ADIPOQ
14995,10894,LYVE1
14996,51192,CKLF
14997,389690,MROH5
14998,150365,MEI1
14999,23254,KAZN
15000,169166,SNX31
15001,51296,SLC15A3
15002,221823,PRPS1L1
15003,6588,SLN
15004,81626,SHCBP1L
15005,56675,NRIP3
15006,2859,GPR35
15007,57211,ADGRG6
15008,57733,GBA3
15009,3218,HOXB8
15010,5924,RASGRF2
15011,59352,LGR6
15012,2995,GYPC
15013,359845,RFLNB
15014,6947,TCN1
15015,80341,BPIFB2
15016,7177,TPSAB1
15017,6581,SLC22A3
15018,57711,ZNF529
15019,79626,TNFAIP8L2
15020,387509,GPR153
15021,64102,TNMD
15022,338324,S100A7A
15023,8632,DNAH17
15024,286234,SPATA31E1
15025,124637,CYB5D1
15026,28396,IGHV4-31
15027,282618,IFNL1
15028,8973,CHRNA6
15029,149297,FAM78B
15030,284076,TTLL6
15031,64090,GAL3ST2
15032,390502,SERPINA2
15033,29841,GRHL1
15034,3067,HDC
15035,388364,TMIGD1
15036,83986,FAM234A
15037,160897,GPR180
15038,28231,SLCO4A1
15039,51524,TMEM138
15040,284348,LYPD5
15041,80122,MAP3K19
15042,283129,MAJIN
15043,64224,HERPUD2
15044,83998,REG4
15045,91584,PLXNA4
15046,56670,SUCNR1
15047,390327,OR6C70
15048,157657,C8orf37
15049,2515,ADAM2
15050,131408,FAM131A
15051,341676,NEK5
15052,27198,HCAR1
15053,116966,WDR17
15054,85012,TCEAL3
15055,1117,CHI3L2
15056,4674,NAP1L2
15057,25928,SOSTDC1
15058,64388,GREM2
15059,148362,BROX
15060,55186,SLC25A36
15061,163589,TDRD5
15062,401447,USP17L1
15063,145773,FAM81A
15064,10279,PRSS16
15065,10050,SLC17A4
15066,284110,GSDMA
15067,728318,KRTAP9-1
15068,728386,USP17L5
15069,285190,RGPD4
15070,285148,IAH1
15071,151835,CPNE9
15072,65243,ZFP69B
15073,81870,KRTAP9-9
15074,51310,SLC22A17
15075,83872,HMCN1
15076,83901,KRTAP9-8
15077,85293,KRTAP3-3
15078,9283,GPR37L1
15079,9121,SLC16A5
15080,7441,VPREB1
15081,9162,DGKI
15082,388336,SHISA6
15083,55258,THNSL2
15084,132851,SPATA4
15085,64641,EBF2
15086,79838,TMC5
15087,79134,TMEM185B
15088,9651,PLCH2
15089,65250,C5orf42
15090,1389,CREBL2
15091,1056,CEL
15092,11094,CACFD1
15093,55345,ZGRF1
15094,10060,ABCC9
15095,133,ADM
15096,23784,POTEH
15097,143879,KBTBD3
15098,113828,FAM83F
15099,9290,GPR55
15100,10734,STAG3
15101,149708,WFDC5
15102,2595,GANC
15103,56920,SEMA3G
15104,729991,BORCS8
15105,8708,B3GALT1
15106,28974,C19orf53
15107,170482,CLEC4C
15108,23506,GLTSCR1L
15109,169966,FAM46D
15110,79094,CHAC1
15111,26281,FGF20
15112,9210,BMP15
15113,55640,FLVCR2
15114,128646,SIRPD
15115,85417,CCNB3
15116,51554,ACKR4
15117,54619,CCNJ
15118,4493,MT1E
15119,1134,CHRNA1
15120,79948,PLPPR3
15121,6954,TCP11
15122,728492,SERF1B
15123,2259,FGF14
15124,80274,SCUBE1
15125,57758,SCUBE2
15126,8492,PRSS12
15127,339327,ZNF546
15128,50856,CLEC4A
15129,733,C8G
15130,400673,VMAC
15131,26952,SMR3A
15132,11082,ESM1
15133,7473,WNT3
15134,84532,ACSS1
15135,84266,ALKBH7
15136,339366,ADAMTSL5
15137,55080,TAPBPL
15138,9766,SUSD6
15139,1146,CHRNG
15140,7106,TSPAN4
15141,11330,CTRC
15142,4499,MT1M
15143,4552,MTRR
15144,85329,LGALS12
15145,54511,HMGCLL1
15146,392862,GRID2IP
15147,100131439,CD300LD
15148,9762,LZTS3
15149,7148,TNXB
15150,89765,RSPH1
15151,51289,RXFP3
15152,1486,CTBS
15153,387640,SKIDA1
15154,120526,DNAJC24
15155,5314,PKHD1
15156,729515,TMEM242
15157,53919,SLCO1C1
15158,8120,AP3B2
15159,5412,UBL3
15160,83941,TM2D1
15161,348094,ANKDD1A
15162,8501,SLC43A1
15163,55129,ANO10
15164,343450,KCNT2
15165,26033,ATRNL1
15166,80864,EGFL8
15167,285761,DCBLD1
15168,147660,ZNF578
15169,64789,EXO5
15170,26225,ARL5A
15171,338645,LUZP2
15172,253639,ZNF620
15173,148266,ZNF569
15174,146542,ZNF688
15175,54816,ZNF280D
15176,199704,ZNF585A
15177,90589,ZNF625
15178,339500,ZNF678
15179,8620,NPFF
15180,126075,CCDC159
15181,376940,ZC3H6
15182,97,ACYP1
15183,100287362,PRSS46
15184,6707,SPRR3
15185,170680,PSORS1C2
15186,2921,CXCL3
15187,340390,WDR97
15188,134111,UBE2QL1
15189,80164,PRR36
15190,64648,SPANXD
15191,5816,PVALB
15192,57152,SLURP1
15193,140730,RIMS4
15194,130813,C2orf50
15195,92126,DSEL
15196,91752,ZNF804A
15197,200014,CC2D1B
15198,151126,ZNF385B
15199,246744,STH
15200,56892,C8orf4
15201,4974,OMG
15202,146760,RTN4RL1
15203,55731,FAM222B
15204,199675,MCEMP1
15205,220074,LRTOMT
15206,10721,POLQ
15207,6356,CCL11
15208,2922,GRP
15209,2687,GGT5
15210,83861,RSPH3
15211,139425,DCAF8L1
15212,5995,RGR
15213,201798,TIGD4
15214,145567,TTC7B
15215,123688,HYKK
15216,9957,HS3ST1
15217,113220,KIF12
15218,3681,ITGAD
15219,349565,NMNAT3
15220,122258,SPACA7
15221,9381,OTOF
15222,253152,EPHX4
15223,151888,BTLA
15224,11126,CD160
15225,92806,CENPBD1
15226,90113,VWA5B2
15227,23585,TMEM50A
15228,81494,CFHR5
15229,3425,IDUA
15230,339231,ARL16
15231,60436,TGIF2
15232,441381,LRRC24
15233,6017,RLBP1
15234,90333,ZNF468
15235,221545,C6orf136
15236,84215,ZNF541
15237,85474,LBX2
15238,117608,ZNF354B
15239,23101,MCF2L2
15240,30815,ST6GALNAC6
15241,80070,ADAMTS20
15242,8572,PDLIM4
15243,85442,KNDC1
15244,113612,CYP2U1
15245,10290,SPEG
15246,22904,SBNO2
15247,11240,PADI2
15248,8484,GALR3
15249,129293,TRABD2A
15250,29881,NPC1L1
15251,10224,ZNF443
15252,2619,GAS1
15253,157724,SLC7A13
15254,645432,ARRDC5
15255,283659,PRTG
15256,285346,ZNF852
15257,5322,PLA2G5
15258,80309,SPHKAP
15259,146206,CARMIL2
15260,80114,BICC1
15261,137682,NDUFAF6
15262,80821,DDHD1
15263,387911,C1QTNF9B
15264,23539,SLC16A8
15265,203197,TMEM268
15266,129852,C2orf73
15267,728013,CBWD7
15268,221409,SPATS1
15269,10633,RASL10A
15270,55303,GIMAP4
15271,8654,PDE5A
15272,23060,ZNF609
15273,64747,MFSD1
15274,8857,FCGBP
15275,84084,RAB6C
15276,132321,C4orf33
15277,7574,ZNF26
15278,401285,TCP10L2
15279,26027,ACOT11
15280,51093,RRNAD1
15281,649330,HNRNPCL3
15282,64921,CASD1
15283,57537,SORCS2
15284,1767,DNAH5
15285,83636,C19orf12
15286,79070,KDELC1
15287,219874,OR6T1
15288,124565,SLC38A10
15289,22982,DIP2C
15290,57677,ZFP14
15291,144406,WDR66
15292,23359,FAM189A1
15293,7113,TMPRSS2
15294,642636,RAD21L1
15295,80737,VWA7
15296,168507,PKD1L1
15297,55180,LINS1
15298,56164,STK31
15299,57194,ATP10A
15300,154664,ABCA13
15301,2916,GRM6
15302,56673,C11orf16
15303,92211,CDHR1
15304,22874,PLEKHA6
15305,84873,ADGRG7
15306,51302,CYP39A1
15307,339829,CCDC39
15308,1768,DNAH6
15309,126820,WDR63
15310,29949,IL19
15311,283870,BRICD5
15312,241,ALOX5AP
15313,4056,LTC4S
15314,2591,GALNT3
15315,1357,CPA1
15316,11149,BVES
15317,258,AMBN
15318,10930,APOBEC2
15319,91355,LRP5L
15320,144132,DNHD1
15321,8688,KRT37
15322,246176,GAS2L2
15323,121551,BTBD11
15324,339804,C2orf74
15325,57834,CYP4F11
15326,84000,TMPRSS13
15327,159686,CFAP58
15328,254295,PHYHD1
15329,90737,PAGE5
15330,27284,SULT1B1
15331,85007,PHYKPL
15332,941,CD80
15333,57605,PITPNM2
15334,220081,ERICH6B
15335,3820,KLRB1
15336,57691,KIAA1586
15337,114899,C1QTNF3
15338,127124,ATP6V1G3
15339,11141,IL1RAPL1
15340,4681,NBL1
15341,161247,FITM1
15342,10343,PKDREJ
15343,8938,BAIAP3
15344,93129,ORAI3
15345,318,NUDT2
15346,257106,ARHGAP30
15347,91612,CHURC1
15348,29990,PILRB
15349,8542,APOL1
15350,130497,OSR1
15351,338567,KCNK18
15352,90317,ZNF616
15353,50808,AK3
15354,51475,CABP2
15355,51312,SLC25A37
15356,57574,MARCH4
15357,8515,ITGA10
15358,22801,ITGA11
15359,146754,DNAH2
15360,151449,GDF7
15361,5458,POU4F2
15362,54766,BTG4
15363,51326,ARL17A
15364,51673,TPPP3
15365,51710,ZNF44
15366,84929,FIBCD1
15367,84645,C22orf23
15368,388468,POTEC
15369,92359,CRB3
15370,51166,AADAT
15371,3590,IL11RA
15372,150726,FBXO41
15373,56751,BARHL1
15374,2537,IFI6
15375,143379,C10orf82
15376,199221,DZIP1L
15377,55701,ARHGEF40
15378,126248,WDR88
15379,389289,ANXA2R
15380,286336,FAM78A
15381,728841,NBPF8
15382,80975,TMPRSS5
15383,56937,PMEPA1
15384,83758,RBP5
15385,3931,LCAT
15386,6363,CCL19
15387,221002,RASGEF1A
15388,128653,C20orf141
15389,339541,C1orf228
15390,27180,SIGLEC9
15391,56063,TMEM234
15392,389125,MUSTN1
15393,57822,GRHL3
15394,84680,ACCS
15395,388115,C15orf52
15396,6706,SPRR2G
15397,284805,C20orf203
15398,7482,WNT2B
15399,83639,TEX101
15400,84072,HORMAD1
15401,342667,STAC2
15402,8505,PARG
15403,152273,FGD5
15404,9645,MICAL2
15405,6357,CCL13
15406,387718,TEX36
15407,2583,B4GALNT1
15408,317754,POTED
15409,79782,LRRC31
15410,641700,ECSCR
15411,79905,TMC7
15412,54873,PALMD
15413,3750,KCND1
15414,85004,RERG
15415,339501,PRSS38
15416,153222,CREBRF
15417,7365,UGT2B10
15418,1370,CPN2
15419,284358,MAMSTR
15420,174,AFP
15421,64073,C19orf33
15422,284325,C19orf54
15423,64063,PRSS22
15424,27121,DKK4
15425,107,ADCY1
15426,10744,PTTG2
15427,133558,MROH2B
15428,8395,PIP5K1B
15429,54868,TMEM104
15430,84954,MPND
15431,10850,CCL27
15432,165082,ADGRF3
15433,23252,OTUD3
15434,8605,PLA2G4C
15435,5100,PCDH8
15436,125170,MIEF2
15437,3569,IL6
15438,9284,NPIPA1
15439,125965,COX6B2
15440,55225,RAVER2
15441,80896,NPL
15442,131544,CRYBG3
15443,57526,PCDH19
15444,186,AGTR2
15445,166647,ADGRA3
15446,8642,DCHS1
15447,219431,OR4S2
15448,115196,ZNF554
15449,55552,ZNF823
15450,147686,ZNF418
15451,26248,OR2K2
15452,127262,TPRG1L
15453,55063,ZCWPW1
15454,23619,ZIM2
15455,8622,PDE8B
15456,221400,TDRD6
15457,5551,PRF1
15458,79642,ARSJ
15459,7620,ZNF69
15460,284338,PRR19
15461,149483,CCDC17
15462,1392,CRH
15463,79022,TMEM106C
15464,54860,MS4A12
15465,8854,ALDH1A2
15466,2350,FOLR2
15467,2018,EMX2
15468,56853,CELF4
15469,389119,FAM212A
15470,80017,C14orf159
15471,6370,CCL25
15472,10803,CCR9
15473,284904,SEC14L4
15474,266629,SEC14L3
15475,79153,GDPD3
15476,57624,NYAP2
15477,170591,S100Z
15478,171484,FAM9C
15479,256356,GK5
15480,2658,GDF2
15481,27302,BMP10
15482,4938,OAS1
15483,8174,MADCAM1
15484,63970,TP53AIP1
15485,160857,CCDC122
15486,79886,CAAP1
15487,80758,PRR7
15488,57393,TMEM27
15489,27106,ARRDC2
15490,4146,MATN1
15491,2529,FUT7
15492,83884,SLC25A2
15493,201255,LRRC45
15494,132625,ZFP42
15495,28442,IGHV3-23
15496,64925,CCDC71
15497,388743,CAPN8
15498,267012,DAOA
15499,8611,PLPP1
15500,196264,MPZL3
15501,6964,TRD
15502,493911,PHOSPHO2
15503,128876,FAM83C
15504,23768,FLRT2
15505,4588,MUC6
15506,200504,GKN2
15507,11119,BTN3A1
15508,83417,FCRL4
15509,57125,PLXDC1
15510,139212,PIH1D3
15511,56935,SMCO4
15512,55281,TMEM140
15513,64184,EDDM3B
15514,90637,ZFAND2A
15515,50486,G0S2
15516,27019,DNAI1
15517,92235,DUSP27
15518,10150,MBNL2
15519,8728,ADAM19
15520,4495,MT1G
15521,23676,SMPX
15522,1961,EGR4
15523,197320,ZNF778
15524,27324,TOX3
15525,4547,MTTP
15526,3110,MNX1
15527,162417,NAGS
15528,79693,YRDC
15529,84519,ACRBP
15530,140947,DCANP1
15531,8483,CILP
15532,57528,KCTD16
15533,727830,SPATA31A3
15534,51066,SSUH2
15535,337963,KRTAP23-1
15536,124402,UBALD1
15537,116369,SLC26A8
15538,57611,ISLR2
15539,83394,PITPNM3
15540,55194,EVA1B
15541,2980,GUCA2A
15542,10718,NRG3
15543,4883,NPR3
15544,148811,PM20D1
15545,388015,RTL1
15546,51062,ATL1
15547,162968,ZNF497
15548,389170,LEKR1
15549,8549,LGR5
15550,84622,ZNF594
15551,56204,FAM214A
15552,284992,CCDC150
15553,84775,ZNF607
15554,145853,C15orf61
15555,91966,CXorf40A
15556,84752,B3GNT9
15557,3903,LAIR1
15558,7478,WNT8A
15559,57593,EBF4
15560,350383,GPR142
15561,219770,GJD4
15562,395,ARHGAP6
15563,257062,CATSPERD
15564,80832,APOL4
15565,115908,CTHRC1
15566,64407,RGS18
15567,23096,IQSEC2
15568,344658,SAMD7
15569,93408,MYL10
15570,3567,IL5
15571,24150,TP53TG3
15572,4242,MFNG
15573,127534,GJB4
15574,54020,SLC37A1
15575,9095,TBX19
15576,115950,ZNF653
15577,375775,PNPLA7
15578,4837,NNMT
15579,200232,FAM209A
15580,9407,TMPRSS11D
15581,134637,ADAT2
15582,285521,COX18
15583,124093,CCDC78
15584,202151,RANBP3L
15585,11077,HSF2BP
15586,7544,ZFY
15587,10650,PRELID3A
15588,2014,EMP3
15589,5149,PDE6H
15590,57010,CABP4
15591,57828,CATSPERG
15592,84327,ZBED3
15593,11309,SLCO2B1
15594,344892,RTP2
15595,137902,PXDNL
15596,11317,RBPJL
15597,56603,CYP26B1
15598,196410,METTL7B
15599,8170,SLC14A2
15600,56265,CPXM1
15601,3809,KIR2DS4
15602,84935,MEDAG
15603,128178,EDARADD
15604,161725,OTUD7A
15605,144348,ZNF664
15606,118426,BORCS5
15607,23370,ARHGEF18
15608,752014,CEMP1
15609,63934,ZNF667
15610,55713,ZNF334
15611,84189,SLITRK6
15612,401265,KLHL31
15613,400073,C12orf76
15614,6920,TCEA3
15615,30010,NXPH1
15616,80336,PABPC1L
15617,23732,FRRS1L
15618,728833,FAM72D
15619,9331,B4GALT6
15620,3574,IL7
15621,3578,IL9
15622,404550,C16orf74
15623,5151,PDE8A
15624,3199,HOXA2
15625,116039,OSR2
15626,152756,FAM218A
15627,284349,ZNF283
15628,128153,SPATA17
15629,399947,C11orf87
15630,6343,SCT
15631,123720,WHAMM
15632,23217,ZFR2
15633,168090,C6orf118
15634,338440,ANO9
15635,79870,BAALC
15636,420,ART4
15637,9955,HS3ST3A1
15638,164781,DAW1
15639,54209,TREM2
15640,653619,PRAMEF15
15641,343068,PRAMEF5
15642,786,CACNG1
15643,55315,SLC29A3
15644,129049,SGSM1
15645,10261,IGSF6
15646,374920,C19orf68
15647,28785,IGLV4-60
15648,79161,TMEM243
15649,118932,ANKRD22
15650,22891,ZNF365
15651,7565,ZNF17
15652,284391,ZNF844
15653,6948,TCN2
15654,1193,CLIC2
15655,9811,CTIF
15656,79644,SRD5A3
15657,4158,MC2R
15658,4159,MC3R
15659,51006,SLC35C2
15660,646450,ARIH2OS
15661,647042,GOLGA6L10
15662,114131,UCN3
15663,84455,EFCAB7
15664,145270,PRIMA1
15665,79744,ZNF419
15666,7567,ZNF19
15667,23583,SMUG1
15668,60370,AVPI1
15669,128821,CST9L
15670,143684,FAM76B
15671,7711,ZNF155
15672,9674,KIAA0040
15673,280664,WFDC10B
15674,285533,RNF175
15675,146894,CD300LG
15676,4336,MOBP
15677,168417,ZNF679
15678,374879,ZNF699
15679,140606,SELENOM
15680,7633,ZNF79
15681,11314,CD300A
15682,284390,ZNF763
15683,30848,CTAG2
15684,27293,SMPDL3B
15685,84336,TMEM101
15686,84057,MND1
15687,91252,SLC39A13
15688,7044,LEFTY2
15689,492311,IGIP
15690,353149,TBC1D26
15691,157574,FBXO16
15692,199223,TTC21A
15693,285231,FBXW12
15694,126549,ANKLE1
15695,131669,UROC1
15696,93081,TEX30
15697,400566,C17orf97
15698,91298,C12orf29
15699,64285,RHBDF1
15700,2845,GPR22
15701,1306,COL15A1
15702,57124,CD248
15703,283617,OR4K3
15704,55328,RNLS
15705,11238,CA5B
15706,159371,SLC35G1
15707,2798,GNRHR
15708,133690,CAPSL
15709,79668,PARP8
15710,25984,KRT23
15711,22876,INPP5F
15712,57292,KIR2DL5A
15713,167681,PRSS35
15714,136306,SVOPL
15715,79411,GLB1L
15716,2849,GPR26
15717,3446,IFNA10
15718,116832,RPL39L
15719,1842,ECM2
15720,55321,TMEM74B
15721,84539,MCHR2
15722,124773,C17orf64
15723,89866,SEC16B
15724,8273,SLC10A3
15725,84992,PIGY
15726,27439,CECR6
15727,8013,NR4A3
15728,59336,PRDM13
15729,4990,SIX6
15730,24147,FJX1
15731,121355,GTSF1
15732,10154,PLXNC1
15733,219982,OR5A1
15734,221091,LRRN4CL
15735,149461,CLDN19
15736,79969,ATAT1
15737,27115,PDE7B
15738,158511,CSAG1
15739,84648,LCE3D
15740,11037,STON1
15741,64097,EPB41L4A
15742,93517,SDR42E1
15743,10388,SYCP2
15744,151827,LRRC34
15745,256158,HMCN2
15746,1187,CLCNKA
15747,57084,SLC17A6
15748,4114,MAGEB3
15749,3687,ITGAX
15750,50604,IL20
15751,80195,TMEM254
15752,113419,TEX261
15753,10265,IRX5
15754,3274,HRH2
15755,117248,GALNT15
15756,2020,EN2
15757,80111,C3orf36
15758,283971,CLEC18C
15759,157869,SBSPON
15760,11174,ADAMTS6
15761,219855,SLC37A2
15762,474382,H2AFB1
15763,25832,NBPF14
15764,651746,ANKRD33B
15765,139886,SPIN4
15766,2121,EVC
15767,163087,ZNF383
15768,54896,PQLC2
15769,55608,ANKRD10
15770,55647,RAB20
15771,7299,TYR
15772,374786,EFCAB5
15773,57153,SLC44A2
15774,10281,DSCR4
15775,124056,NOXO1
15776,29887,SNX10
15777,84750,FUT10
15778,255104,TMCO4
15779,84910,TMEM87B
15780,221749,PXDC1
15781,55450,CAMK2N1
15782,55556,ENOSF1
15783,115286,SLC25A26
15784,6649,SOD3
15785,4477,MSMB
15786,50838,TAS2R13
15787,126695,KDF1
15788,440270,GOLGA8B
15789,647024,C6orf132
15790,150696,PROM2
15791,54065,SMIM11A
15792,89781,HPS4
15793,401647,GOLGA7B
15794,6263,RYR3
15795,390113,OR4X1
15796,51059,FAM135B
15797,201514,ZNF584
15798,127540,HMGB4
15799,28424,IGHV3-48
15800,219578,ZNF804B
15801,7639,ZNF85
15802,89869,PLCZ1
15803,163486,DENND1B
15804,25861,WHRN
15805,83550,GPR101
15806,5273,SERPINB10
15807,79998,ANKRD53
15808,84269,CHCHD5
15809,131540,ZDHHC19
15810,51058,ZNF691
15811,135927,C7orf34
15812,9071,CLDN10
15813,283537,SLC46A3
15814,23351,KHNYN
15815,84641,MFSD14B
15816,9705,ST18
15817,280,AMY2B
15818,51751,HIGD1B
15819,3269,HRH1
15820,387923,SERP2
